dataset_item_id,route,latency_ms,total_latency_ms,queueing_time_ms,inference_time_ms,exact_match,ground_truth,answer,job_start_ts,inference_start_ts,inference_end_ts,prompt,number_of_words,number_of_characters,experiment_start_time_ms,experiment_end_time_ms,route_strategy,pattern,device_model,cloud_model
11,cloud,525.30,536.00,11.00,525.00,1,"TRUE","true",1764917958278,1764917958289,1764917958814,"Question: can minors drink with parents in new york
                                        Context: In response to the National Minimum Drinking Age Act in 1984, which reduced by up to 10% the federal highway funding of any state which did not have a minimum purchasing age of 21, the New York Legislature raised the drinking age from 19 to 21, effective December 1, 1985. (The drinking age had been 18 for many years before the first raise on December 4th, 1982, to 19.) Persons under 21 are prohibited from purchasing alcohol or possessing alcohol with the intent to consume, unless the alcohol was given to that person by their parent or legal guardian. There is no law prohibiting where people under 21 may possess or consume alcohol that was given to them by their parents. Persons under 21 are prohibited from having a blood alcohol level of 0.02% or higher while driving.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",166,1077,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
12,cloud,535.40,546.00,11.00,535.00,1,"FALSE","false",1764917959284,1764917959295,1764917959830,"Question: is the show bloodline based on a true story
                                        Context: Bloodline was announced in October 2014 as part of a partnership between Netflix and Sony Pictures Television, representing Netflix's first major deal with a major film studio for a television series. The series was created and executive produced by Todd A. Kessler, Glenn Kessler, and Daniel Zelman, who previously created the FX series Damages. According to its official synopsis released by Netflix, Bloodline ``centers on a close-knit family of four adult siblings whose secrets and scars are revealed when their black sheep brother returns home.''
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",114,853,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
13,cloud,403.70,414.00,10.00,404.00,1,"TRUE","true",1764917960289,1764917960299,1764917960703,"Question: is it bad to wash your hair with shower gel
                                        Context: Shower gels for men may contain the ingredient menthol, which gives a cooling and stimulating sensation on the skin, and some men's shower gels are also designed specifically for use on hair and body. Shower gels contain milder surfactant bases than shampoos, and some also contain gentle conditioning agents in the formula. This means that shower gels can also double as an effective and perfectly acceptable substitute to shampoo, even if they are not labelled as a hair and body wash. Washing hair with shower gel should give approximately the same result as using a moisturising shampoo.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",127,892,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
14,cloud,346.50,356.00,10.00,346.00,1,"TRUE","true",1764917961290,1764917961300,1764917961646,"Question: is the liver part of the excretory system
                                        Context: The liver detoxifies and breaks down chemicals, poisons and other toxins that enter the body. For example, the liver transforms ammonia (which is poisonous) into urea in fish, amphibians and mammals, and into uric acid in birds and reptiles. Urea is filtered by the kidney into urine or through the gills in fish and tadpoles. Uric acid is paste-like and expelled as a semi-solid waste (the ``white'' in bird excrements). The liver also produces bile, and the body uses bile to break down fats into usable fats and unusable waste.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",118,829,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
15,cloud,319.40,330.00,11.00,319.00,1,"TRUE","true",1764917962293,1764917962304,1764917962623,"Question: is fantastic beasts and where to find them a prequel
                                        Context: Fantastic Beasts and Where to Find Them is a 2016 fantasy film directed by David Yates. A joint British and American production, it is a spin-off and prequel to the Harry Potter film series, and it was produced and written by J.K. Rowling in her screenwriting debut, and inspired by her 2001 book of the same name. The film stars Eddie Redmayne as Newt Scamander, with Katherine Waterston, Dan Fogler, Alison Sudol, Ezra Miller, Samantha Morton, Jon Voight, Carmen Ejogo, Ron Perlman, Colin Farrell and Johnny Depp in supporting roles. It is the first installment in the Fantastic Beasts film series, and ninth overall in the Wizarding World franchise, that began with the Harry Potter films.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",146,1002,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
16,cloud,281.80,293.00,11.00,282.00,1,"TRUE","true",1764917963300,1764917963311,1764917963593,"Question: will there be a season 8 of vampire diaries
                                        Context: The Vampire Diaries, an American supernatural drama, was renewed for an eighth season by The CW on March 11, 2016. On July 23, 2016, the CW announced that the upcoming season would be the series' last and would consist of 16 episodes. The season premiered on October 21, 2016 and concluded on March 10, 2017.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",84,609,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
17,cloud,445.00,456.00,11.00,445.00,0,"TRUE","false",1764917964308,1764917964319,1764917964764,"Question: was the movie strangers based on a true story
                                        Context: The Strangers is a 2008 American slasher film written and directed by Bryan Bertino. Kristen (Liv Tyler) and James (Scott Speedman) are expecting a relaxing weekend at a family vacation home, but their stay turns out to be anything but peaceful as three masked torturers leave Kristen and James struggling for survival. Writer-director Bertino was inspired by real-life events: the Manson family Tate murders, a multiple homicide; the Keddie Cabin Murders, that occurred in California in 1981; and a series of break-ins that occurred in his own neighborhood as a child. Made on a budget of $9 million, the film was shot on location in rural South Carolina in the fall of 2006.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",142,979,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
18,cloud,563.50,574.00,11.00,563.00,1,"TRUE","true",1764917965318,1764917965329,1764917965892,"Question: is durham university part of the russell group
                                        Context: In March 2012 it was announced that four universities -- Durham, Exeter, Queen Mary University of London; and York -- would become members of the Russell Group in August of the same year. All of the new members had previously been members of the 1994 Group of British universities.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",77,585,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
19,cloud,351.70,362.00,11.00,351.00,0,"TRUE","false",1764917966324,1764917966335,1764917966686,"Question: is the tv show the resident over for the season
                                        Context: The Resident is an American medical drama television series aired by Fox Broadcasting Company that premiered on January 21, 2018, as a mid-season replacement entry in the 2017--18 television season. The fictional series focuses on the lives and duties of staff members at Chastain Park Memorial Hospital, while delving into the bureaucratic practices of the hospital industry. Formerly called The City, the show was purchased by Fox from Showtime in 2017. It was created by created by Amy Holden Jones, Hayley Schore, and Roshan Sethi. On May 10, 2017, Fox ordered a full 14-episode season and renewed the series for a second season on May 7, 2018. The first season officially concluded on May 14, 2018.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",146,1008,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
20,cloud,453.70,465.00,11.00,454.00,1,"TRUE","true",1764917967333,1764917967344,1764917967798,"Question: does magnesium citrate have citric acid in it
                                        Context: Magnesium citrate is a magnesium preparation in salt form with citric acid in a 1:1 ratio (1 magnesium atom per citrate molecule). The name ``magnesium citrate'' is ambiguous and sometimes may refer to other salts such as trimagnesium citrate which has a magnesium:citrate ratio of 3:2.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",74,589,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
21,cloud,346.60,358.00,11.00,347.00,0,"FALSE","true",1764917968343,1764917968354,1764917968701,"Question: does p o box come before street address
                                        Context: Street Addressing will have the same street address of the post office, plus a ``unit number'' that matches the P.O. Box number. As an example, in El Centro, California, the post office is located at 1598 Main Street. Therefore, for P.O. Box 9975 (fictitious), the Street Addressing would be: 1598 Main Street Unit 9975, El Centro, CA. Nationally, the first five digits of the zip code may or may not be the same as the P.O. Box address, and the last four digits (Zip + 4) are virtually always different. Except for a few of the largest post offices in the U.S., the 'Street Addressing' (not the P.O. Box address) nine digit Zip + 4 is the same for all boxes at a given location.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",153,976,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
22,cloud,358.10,369.00,11.00,358.00,1,"TRUE","true",1764917969358,1764917969369,1764917969727,"Question: does a spark plug keep an engine running
                                        Context: A spark plug (sometimes, in British English, a sparking plug, and, colloquially, a plug) is a device for delivering electric current from an ignition system to the combustion chamber of a spark-ignition engine to ignite the compressed fuel/air mixture by an electric spark, while containing combustion pressure within the engine. A spark plug has a metal threaded shell, electrically isolated from a central electrode by a porcelain insulator. The central electrode, which may contain a resistor, is connected by a heavily insulated wire to the output terminal of an ignition coil or magneto. The spark plug's metal shell is screwed into the engine's cylinder head and thus electrically grounded. The central electrode protrudes through the porcelain insulator into the combustion chamber, forming one or more spark gaps between the inner end of the central electrode and usually one or more protuberances or structures attached to the inner end of the threaded shell and designated the side, earth, or ground electrode(s).
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",188,1321,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
23,cloud,480.60,491.00,10.00,481.00,0,"TRUE","false",1764917970368,1764917970378,1764917970859,"Question: is a cape and a cloak the same
                                        Context: Ladies may wear a long (over the shoulders or to ankles) cloak usually called a cape, or a full-length cloak. Gentlemen wear an ankle-length or full-length cloak. Formal cloaks often have expensive, colored linings and trimmings such as silk, satin, velvet and fur.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",71,553,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
24,cloud,349.10,360.00,11.00,349.00,1,"TRUE","true",1764917971368,1764917971379,1764917971728,"Question: does it cost money to renounce us citizenship
                                        Context: Renunciation of U.S. citizenship was free until July 2010, at which time a fee of $450 was established. An increase to $2,350, effective September 12, 2014, was justified as ``reflective of the true cost'' of processing. This followed a fee increase of approximately 220% in 2013. The increase took effect in January 2015.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",81,625,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
25,cloud,543.30,554.00,10.00,544.00,0,"TRUE","false",1764917972383,1764917972393,1764917972937,"Question: is a fire 7 the same as a kindle
                                        Context: The Fire Tablet, formerly called the Kindle Fire, is a tablet computer developed by Amazon.com. Built with Quanta Computer, the Kindle Fire was first released in November 2011, featuring a color 7-inch multi-touch display with IPS technology and running a custom version of Google's Android operating system called Fire OS. The Kindle Fire HD followed in September 2012, and the Kindle Fire HDX in September 2013. In September 2014, when the fourth generation was introduced, the name ``Kindle'' was dropped. In September 2015, the fifth generation Fire 7 was released, followed by the sixth generation Fire HD 8, in September 2016. The seventh generation Fire 7 was released in June 2017.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",140,979,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
26,cloud,544.50,555.00,11.00,544.00,1,"TRUE","true",1764917973392,1764917973403,1764917973947,"Question: can you drink alcohol with your parents in wisconsin
                                        Context: The drinking age in Wisconsin is 21. Those under the legal drinking age may be served, possess, or consume alcohol if they are with a parent, legal guardian, or spouse who is of legal drinking age. Those age 18-20 may also be served, possess or consumer alcohol if they are with a parent, legal guardian, or spouse who is of legal drinking age. Those age 18 to 20 may also possess (but not consume) alcohol as part of their employment.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",109,745,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
27,cloud,755.30,767.00,12.00,755.00,1,"TRUE","true",1764917974406,1764917974418,1764917975173,"Question: do penguins have feathers arising from the epidermis
                                        Context: Contour feathers are not uniformly distributed on the skin of the bird except in some groups such as the penguins, ratites and screamers. In most birds the feathers grow from specific tracts of skin called pterylae; between the pterylae there are regions which are free of feathers called apterylae (or apteria). Filoplumes and down may arise from the apterylae. The arrangement of these feather tracts, pterylosis or pterylography, varies across bird families and has been used in the past as a means for determining the evolutionary relationships of bird families.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",118,876,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
28,cloud,1025.20,1032.00,7.00,1025.00,1,"FALSE","false",1764917975418,1764917975425,1764917976450,"Question: do you need to break in a car
                                        Context: A new engine is broken in by following specific driving guidelines during the first few hours of its use. The focus of breaking in an engine is on the contact between the piston rings of the engine and the cylinder wall. There is no universal preparation or set of instructions for breaking in an engine. Most importantly, experts disagree on whether it is better to start engines on high or low power to break them in. While there are still consequences to an unsuccessful break-in, they are harder to quantify on modern engines than on older models. In general, people no longer break in the engines of their own vehicles after purchasing a car or motorcycle, because the process is done in production. It is still common, even today, to find that an owner's manual recommends gentle use at first (often specified as the first 500 or 1000 kilometres or miles). But it is usually only normal use without excessive demands that is specified, as opposed to light/limited use. For example, the manual will specify that the car be driven normally, but not in excess of the highway speed limit.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",218,1377,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
29,cloud,2815.60,2851.00,36.00,2815.00,1,"TRUE","true",1764917976426,1764917976462,1764917979277,"Question: is the enchanted forest in oregon still open
                                        Context: The Enchanted Forest is an amusement park located in Turner in the U.S. state of Oregon, next to Interstate 5 just south of Salem. Creator Roger Tofte opened the park in 1971 after seven years of construction. Today, the Tofte family still owns and operates the 20-acre (8.1 ha) park.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",78,586,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
30,cloud,525.10,2387.00,1862.00,525.00,1,"TRUE","true",1764917977427,1764917979289,1764917979814,"Question: is there a golf course at the indy 500
                                        Context: On the grounds of the speedway is the Indianapolis Motor Speedway Museum, which opened in 1956, and houses the Auto Racing Hall of Fame. The museum moved into its current building located in the infield in 1976. Also on the grounds is the Brickyard Crossing Golf Resort, which originally opened as the Speedway Golf Course in 1929. The golf course has 14 holes outside the track, along the backstretch, and four holes in the infield. The speedway also served as the venue for the opening ceremonies for the 1987 Pan American Games.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",121,827,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
31,cloud,579.30,1972.00,1392.00,580.00,1,"TRUE","true",1764917978435,1764917979827,1764917980407,"Question: does deadpool have a kid in the comics
                                        Context: As part of Marvel's Marvel NOW! initiative a new Deadpool ongoing series was launched, written by Brian Posehn and Gerry Duggan and illustrated by Tony Moore. He is also a member of the Thunderbolts. In the 27th issue of his new series, as part of ``All-New Marvel NOW!'', Deadpool was married for the third time. Initially a secret, his bride was revealed in the webcomic Deadpool: The Gauntlet to be Shiklah, Queen of the Undead. Deadpool also discovers that he has a daughter by the name of Eleanor from a former flame of Deadpool named Carmelita.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",124,846,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
32,cloud,262.80,1242.00,980.00,262.00,1,"TRUE","true",1764917979440,1764917980420,1764917980682,"Question: do they still make benson & hedges cigarettes
                                        Context: Benson & Hedges is a British brand of cigarettes owned by either Philip Morris International, British American Tobacco, or Japan Tobacco, depending on the region. In the UK, they are registered in Old Bond Street in London, and are manufactured in Lisnafillan, Ballymena, Northern Ireland.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",73,592,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
33,cloud,476.40,729.00,252.00,477.00,1,"FALSE","false",1764917980443,1764917980695,1764917981172,"Question: is federal income tax the same as social security
                                        Context: The Commonwealth government has its own tax laws and Puerto Ricans are also required to pay some US federal taxes, although most residents do not have to pay the federal personal income tax. In 2009, Puerto Rico paid $3.742 billion into the US Treasury. Residents of Puerto Rico pay into Social Security, and are thus eligible for Social Security benefits upon retirement. However, they are excluded from the Supplemental Security Income.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",100,745,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
34,cloud,360.10,371.00,11.00,360.00,0,"TRUE","false",1764917981452,1764917981463,1764917981823,"Question: is an engine speed sensor the same as a crankshaft sensor
                                        Context: The crank sensor can be used in combination with a similar camshaft position sensor to monitor the relationship between the pistons and valves in the engine, which is particularly important in engines with variable valve timing. This method is also used to ``synchronise'' a four stroke engine upon starting, allowing the management system to know when to inject the fuel. It is also commonly used as the primary source for the measurement of engine speed in revolutions per minute.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",110,797,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
35,cloud,255.80,259.00,3.00,256.00,1,"TRUE","true",1764917982468,1764917982471,1764917982727,"Question: is indiana jones temple of doom a prequel
                                        Context: Indiana Jones and the Temple of Doom is a 1984 American action-adventure film directed by Steven Spielberg. It is the second installment in the Indiana Jones franchise and a prequel to the 1981 film Raiders of the Lost Ark, featuring Harrison Ford reprising his role as the title character. After arriving in North India, Indiana Jones is asked by desperate villagers to find a mystical stone and rescue their children from a Thuggee cult practicing child slavery, black magic and ritual human sacrifice in honor of the goddess Kali.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",117,832,1764917948116,1764918453962,always_cloud,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,ibm-granite/granite-4.0-h-micro
